Male,42,Black,Stepfather,Black,26,Male
Male,65,White,Unknown,Black,31,Male
Male,18,Black,Acquaintance,Black,22,Male
Female,21,Black,Girlfriend,Black,25,Male
Male,45,Black,Acquaintance,Black,37,Male
Male,99,Black,Acquaintance,Black,0,Male
Male,21,Black,Unknown,Black,0,Male
Male,44,White,Acquaintance,Black,25,Male
Male,19,Black,Acquaintance,Black,15,Male
Male,21,Black,Acquaintance,Black,21,Male
Male,31,Black,Acquaintance,Black,26,Male
Male,61,Black,Acquaintance,Black,24,Male
Male,24,Black,Unknown,Black,22,Male
Male,28,Black,Unknown,Black,25,Male
Male,1,Black,Son,Black,29,Male
Male,1,White,Son,White,24,Male
Male,81,Black,Unknown,Black,20,Male
Male,48,Black,Stranger,Unknown,48,Unknown
Male,20,Black,Acquaintance,Black,24,Male
Female,17,Black,Acquaintance,Black,26,Female
Male,41,Black,Acquaintance,Black,35,Male
Male,25,Black,Unknown,Black,31,Male
Male,40,Black,In-Law,Black,19,Male
Male,28,Black,Unknown,Unknown,0,Unknown
Female,25,White,Girlfriend,White,30,Male
Male,43,White,Unknown,Black,0,Male
Male,35,Black,Unknown,Black,40,Male
Male,23,Black,Family,Black,19,Male
Female,23,White,Acquaintance,White,27,Male
Male,99,White,Unknown,Unknown,0,Unknown
Male,49,White,Unknown,Black,0,Male
Male,25,Black,Acquaintance,Black,20,Male
Female,52,Black,Stranger,Black,16,Male
Male,49,White,Acquaintance,White,39,Male
Female,39,Black,Acquaintance,Black,25,Male
Male,67,White,Stranger,White,53,Male
Male,60,White,Unknown,White,14,Male
Male,20,White,Family,White,68,Male
Male,35,Black,Unknown,White,0,Male
Female,23,White,Unknown,White,0,Male
Male,60,White,Unknown,White,44,Male
Male,50,Black,Acquaintance,Black,76,Male
Male,42,Black,Acquaintance,Black,33,Male
Male,27,Black,Unknown,Black,0,Male
Male,33,White,Stranger,Black,37,Male
Male,29,Black,Unknown,Black,18,Male
Male,21,Black,Stranger,Black,19,Male
Male,31,Black,Acquaintance,Black,48,Male
Male,21,Black,Unknown,White,50,Male
Male,40,Black,Neighbor,Black,27,Male
Male,99,Unknown,Stranger,Black,19,Male
Male,99,Unknown,Stranger,Black,26,Male
Female,59,Black,Wife,Black,58,Male
Male,20,Black,Unknown,Black,23,Male
Female,35,White,Unknown,Unknown,0,Unknown
Female,31,White,Wife,White,29,Male
Male,2,White,Son,White,29,Male
Male,30,Black,Stranger,Black,31,Male
Male,26,Black,Unknown,Black,22,Male
Male,25,Black,Stranger,Black,26,Male
Female,78,Black,Acquaintance,Black,21,Male
Male,44,Black,Unknown,Unknown,0,Unknown
Male,35,Black,Acquaintance,Unknown,20,Male
Female,25,Black,Unknown,Black,21,Female
Male,3,White,Unknown,White,24,Male
Male,35,White,Stranger,Black,27,Male
Male,53,White,Unknown,Unknown,0,Unknown
Male,17,Black,Unknown,Black,19,Male
Male,60,White,Acquaintance,White,32,Male
Male,31,Black,Stranger,Black,26,Male
Female,20,White,Unknown,Black,20,Male
Male,36,Black,Unknown,Unknown,0,Unknown
Male,21,Black,Unknown,Black,22,Male
Female,27,Black,Wife,Black,32,Male
Male,25,Black,Unknown,Unknown,0,Unknown
Male,25,Black,Unknown,Unknown,0,Unknown
Male,49,Black,Boyfriend,Black,41,Female
Male,23,Black,Unknown,Black,35,Male
Male,26,Black,Unknown,Unknown,0,Unknown
Male,17,Black,Stranger,Black,60,Male
Female,44,Black,Unknown,Black,34,Male
Male,34,Black,Stranger,Black,18,Male
Male,32,White,Acquaintance,White,36,Male
Male,14,Black,Friend,Black,15,Male
Male,23,Black,Friend,Black,19,Male
Male,18,White,Unknown,Black,17,Male
Male,25,Black,Unknown,Unknown,0,Unknown
Male,36,Black,Acquaintance,Black,31,Male
Female,41,Black,Unknown,Unknown,0,Unknown
Male,16,Black,Unknown,Unknown,0,Unknown
Male,28,Black,Acquaintance,Black,26,Male
Male,62,Black,Unknown,Black,0,Male
Female,23,Black,Stranger,Black,21,Male
Male,22,Black,Unknown,Black,22,Male
Male,54,Black,Unknown,Unknown,0,Unknown
Male,43,Black,Unknown,Unknown,0,Unknown
Male,17,White,Acquaintance,White,17,Male
Male,27,Black,Acquaintance,Black,23,Male
Male,29,White,Unknown,Black,15,Male
Male,4,Asian/Pacific Islander,Son,Asian/Pacific Islander,37,Male
Male,30,Black,Unknown,Black,34,Male
Male,22,Black,Unknown,Unknown,0,Unknown
Male,27,Black,Unknown,Unknown,0,Unknown
Female,27,Black,Girlfriend,Black,27,Male
Male,29,Black,Unknown,White,27,Male
Male,30,Black,Unknown,Black,24,Male
Male,33,Black,Unknown,Black,41,Male
Male,3,Black,Son,Black,36,Male
Female,20,Black,Unknown,Black,42,Male
Male,38,Black,Acquaintance,Black,30,Male
Male,31,Black,Unknown,Black,20,Male
Female,39,Black,Girlfriend,Black,35,Male
Male,32,Black,Unknown,Black,27,Male
Male,17,Black,Unknown,Black,22,Male
Female,32,White,Unknown,Unknown,0,Unknown
Male,23,Black,Unknown,Black,25,Male
Female,54,White,Unknown,Black,15,Male
Male,22,Black,Unknown,White,26,Male
Male,19,Black,Unknown,Black,19,Male
Male,30,Black,Unknown,Black,18,Male
Female,32,Black,Unknown,Unknown,0,Unknown
Male,16,Black,Acquaintance,Black,19,Male
Male,25,Black,Unknown,Black,18,Male
Male,21,White,Acquaintance,Black,19,Male
Female,48,White,Unknown,Unknown,0,Unknown
Male,46,White,Acquaintance,White,24,Male
Female,53,White,In-Law,White,35,Male
Male,38,Black,Ex-Husband,Black,41,Female
Female,59,White,Mother,White,41,Male
Female,46,White,Wife,White,67,Male
Female,47,White,Unknown,White,53,Male
Male,54,White,Unknown,White,43,Female
Female,18,White,Unknown,Unknown,0,Unknown
Female,55,White,Mother,White,36,Male
Male,31,Black,Unknown,Unknown,0,Unknown
Male,23,Black,Unknown,White,20,Male
Male,54,Black,Acquaintance,Black,45,Male
Male,19,Black,Unknown,Black,19,Male
Male,26,Black,Unknown,White,49,Male
Female,47,Black,Unknown,Unknown,0,Unknown
Male,31,Black,Unknown,Black,25,Male
Male,31,Black,Unknown,Black,25,Male
Female,29,White,Unknown,White,41,Male
Male,46,Black,Unknown,Unknown,0,Unknown
Male,48,Black,Unknown,Unknown,0,Unknown
Male,30,Black,Unknown,Black,23,Male
Female,60,Black,Ex-Wife,Unknown,0,Male
Male,21,White,Unknown,Black,19,Male
Male,27,White,Unknown,White,0,Male
Male,25,Black,Acquaintance,Black,29,Male
Male,60,White,Unknown,White,0,Male
